dataset,model,cv_f1,cv_std,test_f1,DROP_f1,PURSUE_f1,REVIEW_f1
scope_only,semantic,0.6172164398921486,0.042680508880445195,0.5969480074646257,0.6,0.6277372262773723,0.5631067961165048
scope_only,tfidf,0.6360789685231987,0.05713298826342198,0.6304899058264601,0.6178861788617886,0.6716417910447762,0.6019417475728155
